Title,ArXiv Link,Paper Date,Date Added
Light Up the Shadows - Enhance Long-Tailed Entity Grounding with Concept-Guided Vision-Language Models,https://arxiv.org/abs/2406.10902,2024-06-16,2024-06-19
Benchmarking Label Noise in Instance Segmentation - Spatial Noise Matters,https://arxiv.org/abs/2406.10891,2024-06-16,2024-06-19
RWKU - Benchmarking Real-World Knowledge Unlearning for Large Language Models,https://arxiv.org/abs/2406.10890,2024-06-16,2024-06-19
VELOCITI - Can Video-Language Models Bind Semantic Concepts through Time?,https://arxiv.org/abs/2406.10889,2024-06-16,2024-06-19
Distilling Opinions at Scale - Incremental Opinion Summarization using XL-OPSUMM,https://arxiv.org/abs/2406.10886,2024-06-16,2024-06-19
"On the Role of Entity and Event Level Conceptualization in Generalizable Reasoning - A Survey of Tasks, Methods, Applications, and Future Directions",https://arxiv.org/abs/2406.10885,2024-06-16,2024-06-19
SCAR - Efficient Instruction-Tuning for Large Language Models via Style Consistency-Aware Response Ranking,https://arxiv.org/abs/2406.10882,2024-06-16,2024-06-19
Teaching Large Language Models to Express Knowledge Boundary from Their Own Signals,https://arxiv.org/abs/2406.10881,2024-06-16,2024-06-19
Exploring the Potential of Multimodal LLM with Knowledge-Intensive Multimodal ASR,https://arxiv.org/abs/2406.10880,2024-06-16,2024-06-19
Demonstration Notebook - Finding the Most Suited In-Context Learning Example from Interactions,https://arxiv.org/abs/2406.10878,2024-06-16,2024-06-19
"Deep neural networks with ReLU, leaky ReLU, and softplus activation provably overcome the curse of dimensionality for space-time solutions of semilinear partial differential equations",https://arxiv.org/abs/2406.10876,2024-06-16,2024-06-19
Optimizing Automatic Speech Assessment - W-RankSim Regularization and Hybrid Feature Fusion Strategies,https://arxiv.org/abs/2406.10873,2024-06-16,2024-06-19
Graph Neural Reaction Diffusion Models,https://arxiv.org/abs/2406.10871,2024-06-16,2024-06-19
Analyzing Key Neurons in Large Language Models,https://arxiv.org/abs/2406.10868,2024-06-16,2024-06-19
Geometric-informed GFlowNets for Structure-Based Drug Design,https://arxiv.org/abs/2406.10867,2024-06-16,2024-06-19
Global-Local Graph Neural Networks for Node-Classification,https://arxiv.org/abs/2406.10863,2024-06-16,2024-06-19
Knowledge Distillation in Federated Learning - a Survey on Long Lasting Challenges and New Solutions,https://arxiv.org/abs/2406.10861,2024-06-16,2024-06-19
Step-level Value Preference Optimization for Mathematical Reasoning,https://arxiv.org/abs/2406.10858,2024-06-16,2024-06-19
ALPS - An Auto-Labeling and Pre-training Scheme for Remote Sensing Segmentation With Segment Anything Model,https://arxiv.org/abs/2406.10855,2024-06-16,2024-06-19
IG2 - Integrated Gradient on Iterative Gradient Path for Feature Attribution,https://arxiv.org/abs/2406.10852,2024-06-16,2024-06-19
Leading Whitespaces of Language Models' Subword Vocabulary Poses a Confound for Calculating Word Probabilities,https://arxiv.org/abs/2406.10851,2024-06-16,2024-06-19
TorchOpera - A Compound AI System for LLM Safety,https://arxiv.org/abs/2406.10847,2024-06-16,2024-06-19
Enriching the Machine Learning Workloads in BigBench,https://arxiv.org/abs/2406.10843,2024-06-16,2024-06-19
Large Language Models for Automatic Milestone Detection in Group Discussions,https://arxiv.org/abs/2406.10842,2024-06-16,2024-06-19
CBGBench - Fill in the Blank of Protein-Molecule Complex Binding Graph,https://arxiv.org/abs/2406.10840,2024-06-16,2024-06-19
Reminding Multimodal Large Language Models of Object-aware Knowledge with Retrieved Tags,https://arxiv.org/abs/2406.10839,2024-06-16,2024-06-19
Exposing the Achilles' Heel - Evaluating LLMs Ability to Handle Mistakes in Mathematical Reasoning,https://arxiv.org/abs/2406.10834,2024-06-16,2024-06-19
A Comprehensive Survey of Scientific Large Language Models and Their Applications in Scientific Discovery,https://arxiv.org/abs/2406.10833,2024-06-16,2024-06-19
Design and Optimization of Hierarchical Gradient Coding for Distributed Learning at Edge Devices,https://arxiv.org/abs/2406.10831,2024-06-16,2024-06-19
Citation-Based Summarization of Landmark Judgments,https://arxiv.org/abs/2406.10824,2024-06-16,2024-06-19
Iterated Schrödinger bridge approximation to Wasserstein Gradient Flows,https://arxiv.org/abs/2406.10823,2024-06-16,2024-06-19
Optimization of Armv9 architecture general large language model inference performance based on Llama.cpp,https://arxiv.org/abs/2406.10816,2024-06-16,2024-06-19
On the Effectiveness of Supervision in Asymmetric Non-Contrastive Learning,https://arxiv.org/abs/2406.10815,2024-06-16,2024-06-19
Self-Evolution Fine-Tuning for Policy Optimization,https://arxiv.org/abs/2406.10813,2024-06-16,2024-06-19
LLMFactor - Extracting Profitable Factors through Prompts for Explainable Stock Movement Prediction,https://arxiv.org/abs/2406.10811,2024-06-16,2024-06-19
Post-hoc Utterance Refining Method by Entity Mining for Faithful Knowledge Grounded Conversations,https://arxiv.org/abs/2406.10809,2024-06-16,2024-06-19
Diffusion Model With Optimal Covariance Matching,https://arxiv.org/abs/2406.10808,2024-06-16,2024-06-19
Bayesian Networks and Machine Learning for COVID-19 Severity Explanation and Demographic Symptom Classification,https://arxiv.org/abs/2406.10807,2024-06-16,2024-06-19
ptt5-v2 - A Closer Look at Continued Pretraining of T5 Models for the Portuguese Language,https://arxiv.org/abs/2406.10806,2024-06-16,2024-06-19
HiddenTables & PyQTax - A Cooperative Game and Dataset For TableQA to Ensure Scale and Data Privacy Across a Myriad of Taxonomies,https://arxiv.org/abs/2406.10803,2024-06-16,2024-06-19
KGPA - Robustness Evaluation for Large Language Models via Cross-Domain Knowledge Graphs,https://arxiv.org/abs/2406.10802,2024-06-16,2024-06-19
Federated Learning Optimization - A Comparative Study of Data and Model Exchange Strategies in Dynamic Networks,https://arxiv.org/abs/2406.10798,2024-06-16,2024-06-19
Diffusion Models Are Promising for Ab Initio Structure Solutions from Nanocrystalline Powder Diffraction Data,https://arxiv.org/abs/2406.10796,2024-06-16,2024-06-19
Improving Reward-Conditioned Policies for Multi-Armed Bandits using Normalized Weight Functions,https://arxiv.org/abs/2406.10795,2024-06-16,2024-06-19
Towards Understanding Jailbreak Attacks in LLMs - A Representation Space Analysis,https://arxiv.org/abs/2406.10794,2024-06-16,2024-06-19
Evidential Uncertainty Sets in Deep Classifiers Using Conformal Prediction,https://arxiv.org/abs/2406.10787,2024-06-16,2024-06-19
Evaluating LLMs with Multiple Problems at once - A New Paradigm for Probing LLM Capabilities,https://arxiv.org/abs/2406.10786,2024-06-16,2024-06-19
ShareLoRA - Parameter Efficient and Robust Large Language Model Fine-tuning via Shared Low-Rank Adaptation,https://arxiv.org/abs/2406.10785,2024-06-16,2024-06-19
RoseLoRA - Row and Column-wise Sparse Low-rank Adaptation of Pre-trained Language Model for Knowledge Editing and Fine-tuning,https://arxiv.org/abs/2406.10777,2024-06-16,2024-06-19
A Rate-Distortion View of Uncertainty Quantification,https://arxiv.org/abs/2406.10775,2024-06-16,2024-06-19
Quest - Query-Aware Sparsity for Efficient Long-Context LLM Inference,https://arxiv.org/abs/2406.10774,2024-06-16,2024-06-19
Quantifying Generative Media Bias with a Corpus of Real-world and Generated News Articles,https://arxiv.org/abs/2406.10773,2024-06-16,2024-06-19
Predicting Exoplanetary Features with a Residual Model for Uniform and Gaussian Distributions,https://arxiv.org/abs/2406.10771,2024-06-16,2024-06-19
GNOME - Generating Negotiations through Open-Domain Mapping of Exchanges,https://arxiv.org/abs/2406.10764,2024-06-16,2024-06-19
EvIL - Evolution Strategies for Generalisable Imitation Learning,https://arxiv.org/abs/2406.11905,2024-06-15,2024-06-19
SparseCL - Sparse Contrastive Learning for Contradiction Retrieval,https://arxiv.org/abs/2406.10746,2024-06-15,2024-06-19
Occam's Razor for Self Supervised Learning - What is Sufficient to Learn Good Representations?,https://arxiv.org/abs/2406.10743,2024-06-15,2024-06-19
Speech Emotion Recognition Using CNN and Its Use Case in Digital Healthcare,https://arxiv.org/abs/2406.10741,2024-06-15,2024-06-19
Adaptive Experimentation When You Can't Experiment,https://arxiv.org/abs/2406.10738,2024-06-15,2024-06-19
"Dynamic Domains, Dynamic Solutions - DPCore for Continual Test-Time Adaptation",https://arxiv.org/abs/2406.10737,2024-06-15,2024-06-19
How Should We Extract Discrete Audio Tokens from Self-Supervised Models?,https://arxiv.org/abs/2406.10735,2024-06-15,2024-06-19
"Order-theoretic models for decision-making - Learning, optimization, complexity and computation",https://arxiv.org/abs/2406.10730,2024-06-15,2024-06-19
A Comprehensive Survey of Foundation Models in Medicine,https://arxiv.org/abs/2406.10729,2024-06-15,2024-06-19
Text-space Graph Foundation Models - Comprehensive Benchmarks and New Insights,https://arxiv.org/abs/2406.10727,2024-06-15,2024-06-19
GenMM - Geometrically and Temporally Consistent Multimodal Data Generation for Video and LiDAR,https://arxiv.org/abs/2406.10722,2024-06-15,2024-06-19
RoboPoint - A Vision-Language Model for Spatial Affordance Prediction for Robotics,https://arxiv.org/abs/2406.10721,2024-06-15,2024-06-19
Trading Devil - Robust backdoor attack via Stochastic investment models and Bayesian approach,https://arxiv.org/abs/2406.10719,2024-06-15,2024-06-19
Stacking for Probabilistic Short-term Load Forecasting,https://arxiv.org/abs/2406.10718,2024-06-15,2024-06-19
Object Detection using Oriented Window Learning Vi-sion Transformer - Roadway Assets Recognition,https://arxiv.org/abs/2406.10712,2024-06-15,2024-06-19
Symmetry-driven embedding of networks in hyperbolic space,https://arxiv.org/abs/2406.10711,2024-06-15,2024-06-19
SyntheT2C - Generating Synthetic Data for Fine-Tuning Large Language Models on the Text2Cypher Task,https://arxiv.org/abs/2406.10710,2024-06-15,2024-06-19
DataStates-LLM - Lazy Asynchronous Checkpointing for Large Language Models,https://arxiv.org/abs/2406.10707,2024-06-15,2024-06-19
Calibrating Neural Networks' parameters through Optimal Contraction in a Prediction Problem,https://arxiv.org/abs/2406.10703,2024-06-15,2024-06-19
MIND - Multimodal Shopping Intention Distillation from Large Vision-language Models for E-commerce Purchase Understanding,https://arxiv.org/abs/2406.10701,2024-06-15,2024-06-19
Statistical arbitrage in multi-pair trading strategy based on graph clustering algorithms in US equities market,https://arxiv.org/abs/2406.10695,2024-06-15,2024-06-19
Bridging the Gap in Drug Safety Data Analysis - Large Language Models for SQL Query Generation,https://arxiv.org/abs/2406.10690,2024-06-15,2024-06-19
Integration of Programmable Diffraction with Digital Neural Networks,https://arxiv.org/abs/2406.10688,2024-06-15,2024-06-19
Graph Neural Thompson Sampling,https://arxiv.org/abs/2406.10686,2024-06-15,2024-06-19
Scale Equivariant Graph Metanetworks,https://arxiv.org/abs/2406.10685,2024-06-15,2024-06-19
"A Survey of Large Language Models for Financial Applications - Progress, Prospects and Challenges",https://arxiv.org/abs/2406.11903,2024-06-15,2024-06-19
CoLoR-Filter - Conditional Loss Reduction Filtering for Targeted Language Model Pre-training,https://arxiv.org/abs/2406.10670,2024-06-15,2024-06-19
Augmenting Biomedical Named Entity Recognition with General-domain Resources,https://arxiv.org/abs/2406.10671,2024-06-15,2024-06-19
UniZero - Generalized and Efficient Planning with Scalable Latent World Models,https://arxiv.org/abs/2406.10667,2024-06-15,2024-06-19
DIEKAE - Difference Injection for Efficient Knowledge Augmentation and Editing of Large Language Models,https://arxiv.org/abs/2406.10660,2024-06-15,2024-06-19
Justice in Healthcare Artificial Intelligence in Africa,https://arxiv.org/abs/2406.10653,2024-06-15,2024-06-19
The Implicit Bias of Adam on Separable Data,https://arxiv.org/abs/2406.10650,2024-06-15,2024-06-19
"Applications of Generative AI in Healthcare - algorithmic, ethical, legal and societal considerations",https://arxiv.org/abs/2406.10632,2024-06-15,2024-06-19
Fast Last-Iterate Convergence of Learning in Games Requires Forgetful Algorithms,https://arxiv.org/abs/2406.10631,2024-06-15,2024-06-19
Emerging Safety Attack and Defense in Federated Instruction Tuning of Large Language Models,https://arxiv.org/abs/2406.10630,2024-06-15,2024-06-19
Public Computer Vision Datasets for Precision Livestock Farming - A Systematic Survey,https://arxiv.org/abs/2406.10628,2024-06-15,2024-06-19
On the Hardness of Faithful Chain-of-Thought Reasoning in Large Language Models,https://arxiv.org/abs/2406.10625,2024-06-15,2024-06-19
StructBench - An Autogenerated Benchmark for Evaluating Large Language Model's Ability in Structure-Rich Text Understanding,https://arxiv.org/abs/2406.10621,2024-06-15,2024-06-19
HiFGL - A Hierarchical Framework for Cross-silo Cross-device Federated Graph Learning,https://arxiv.org/abs/2406.10616,2024-06-15,2024-06-19
Leveraging Locality to Boost Sample Efficiency in Robotic Manipulation,https://arxiv.org/abs/2406.10615,2024-06-15,2024-06-19
Last-iterate Convergence Separation between Extra-gradient and Optimism in Constrained Periodic Games,https://arxiv.org/abs/2406.10605,2024-06-15,2024-06-19
Multilingual Large Language Models and Curse of Multilinguality,https://arxiv.org/abs/2406.10602,2024-06-15,2024-06-19
BlockPruner - Fine-grained Pruning for Large Language Models,https://arxiv.org/abs/2406.10594,2024-06-15,2024-06-19
QDA-SQL - Questions Enhanced Dialogue Augmentation for Multi-Turn Text-to-SQL,https://arxiv.org/abs/2406.10593,2024-06-15,2024-06-19
MINT - a Multi-modal Image and Narrative Text Dubbing Dataset for Foley Audio Content Planning and Generation,https://arxiv.org/abs/2406.10591,2024-06-15,2024-06-19
Concentrate Attention - Towards Domain-Generalizable Prompt Optimization for Language Models,https://arxiv.org/abs/2406.10584,2024-06-15,2024-06-19
Robust Image Classification in the Presence of Out-of-Distribution and Adversarial Samples Using Attractors in Neural Networks,https://arxiv.org/abs/2406.10579,2024-06-15,2024-06-19
Optimization-based Structural Pruning for Large Language Models without Back-Propagation,https://arxiv.org/abs/2406.10576,2024-06-15,2024-06-19
Large Language Models Playing Mixed Strategy Nash Equilibrium Games,https://arxiv.org/abs/2406.10574,2024-06-15,2024-06-19
"Graph Neural Backdoor - Fundamentals, Methodologies, Applications, and Future Directions",https://arxiv.org/abs/2406.10573,2024-06-15,2024-06-19
Model Evaluation and Anomaly Detection in Temporal Complex Networks using Deep Learning Methods,https://arxiv.org/abs/2406.11901,2024-06-15,2024-06-19
MDA - An Interpretable Multi-Modal Fusion with Missing Modalities and Intrinsic Noise,https://arxiv.org/abs/2406.10569,2024-06-15,2024-06-19
Privacy-Preserving Heterogeneous Federated Learning for Sensitive Healthcare Data,https://arxiv.org/abs/2406.10563,2024-06-15,2024-06-19
We Care - Multimodal Depression Detection and Knowledge Infused Mental Health Therapeutic Response Generation,https://arxiv.org/abs/2406.10561,2024-06-15,2024-06-19
Facts-and-Feelings - Capturing both Objectivity and Subjectivity in Table-to-Text Generation,https://arxiv.org/abs/2406.10560,2024-06-15,2024-06-19
